source,edge_id,osm_way_id,direction,node_count,first_node_id,last_node_id,highway,access_status,access_reason,structure_status,oneway,oneway_bicycle,junction,bicycle,access,vehicle,surface,smoothness,tracktype,bridge,tunnel,covered,layer,selected_for_profile,decision,reason
live,osm-way-187059678-forward,187059678,forward,11,1976445884,1976445435,tertiary,admissible,highway=tertiary cyclable by default,tunnel,,,,,,,asphalt,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187059678-reverse,187059678,reverse,11,1976445435,1976445884,tertiary,admissible,highway=tertiary cyclable by default,tunnel,,,,,,,asphalt,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187062885-forward,187062885,forward,2,623568237,623568236,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187062885-reverse,187062885,reverse,2,623568236,623568237,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187063075-forward,187063075,forward,2,1977990450,865042122,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187063075-reverse,187063075,reverse,2,865042122,1977990450,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187063076-forward,187063076,forward,2,506792123,993713121,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-187063076-reverse,187063076,reverse,2,993713121,506792123,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313879-forward,206313879,forward,2,2163173543,93848424,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313879-reverse,206313879,reverse,2,93848424,2163173543,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313886-forward,206313886,forward,7,2163173552,2163173550,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313886-reverse,206313886,reverse,7,2163173550,2163173552,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313890-forward,206313890,forward,5,93848432,2163173583,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313890-reverse,206313890,reverse,5,2163173583,93848432,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313891-forward,206313891,forward,4,7093859559,3760439784,service,prohibited,access=no without bicycle override,stacked,,,,,no,,,,,,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313891-reverse,206313891,reverse,4,3760439784,7093859559,service,prohibited,access=no without bicycle override,stacked,,,,,no,,,,,,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313899-forward,206313899,forward,6,3760439784,2163173596,service,prohibited,access=no without bicycle override,tunnel,,,,,no,,,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-206313899-reverse,206313899,reverse,6,2163173596,3760439784,service,prohibited,access=no without bicycle override,tunnel,,,,,no,,,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456502-forward,210456502,forward,2,2205371509,2205371512,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456502-reverse,210456502,reverse,2,2205371512,2205371509,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456503-forward,210456503,forward,2,85348494,85348499,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456503-reverse,210456503,reverse,2,85348499,85348494,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456507-forward,210456507,forward,5,61785773,2205371449,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,intermediate,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-210456507-reverse,210456507,reverse,5,2205371449,61785773,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,intermediate,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-222303614-forward,222303614,forward,2,336368341,336368343,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-222303614-reverse,222303614,reverse,2,336368343,336368341,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-222918434-forward,222918434,forward,16,1217767086,518445630,tertiary,admissible,highway=tertiary cyclable by default,stacked,,,,,,,asphalt,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-222918434-reverse,222918434,reverse,16,518445630,1217767086,tertiary,admissible,highway=tertiary cyclable by default,stacked,,,,,,,asphalt,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-224136094-forward,224136094,forward,2,2329681360,2329681359,footway,review,highway=footway carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-224136094-reverse,224136094,reverse,2,2329681359,2329681360,footway,review,highway=footway carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-230345385-forward,230345385,forward,2,2388588172,2388588171,path,admissible,bicycle=designated,tunnel,,,,designated,,,asphalt,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-230345385-reverse,230345385,reverse,2,2388588171,2388588172,path,admissible,bicycle=designated,tunnel,,,,designated,,,asphalt,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-231972228-forward,231972228,forward,12,2402930192,2402929861,service,prohibited,access=no without bicycle override,tunnel,,,,,no,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-231972228-reverse,231972228,reverse,12,2402929861,2402930192,service,prohibited,access=no without bicycle override,tunnel,,,,,no,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232197429-forward,232197429,forward,2,2405702487,1133910440,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232197429-reverse,232197429,reverse,2,1133910440,2405702487,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232351554-forward,232351554,forward,2,368005828,2407071694,path,review,highway=path carries no bicycle permission,bridge,,,,,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232351554-reverse,232351554,reverse,2,2407071694,368005828,path,review,highway=path carries no bicycle permission,bridge,,,,,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232652511-forward,232652511,forward,2,2409891718,2409918072,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232652511-reverse,232652511,reverse,2,2409918072,2409891718,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232936482-forward,232936482,forward,2,2412602562,2412602564,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232936482-reverse,232936482,reverse,2,2412602564,2412602562,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232939749-forward,232939749,forward,2,1918609327,2412632169,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-232939749-reverse,232939749,reverse,2,2412632169,1918609327,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234164221-forward,234164221,forward,2,2424615218,2424615219,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234164221-reverse,234164221,reverse,2,2424615219,2424615218,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234164223-forward,234164223,forward,2,2424615136,2424615125,track,review,highway=track carries no bicycle permission,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234164223-reverse,234164223,reverse,2,2424615125,2424615136,track,review,highway=track carries no bicycle permission,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234164224-forward,234164224,forward,2,2424615077,2424615072,primary,admissible,highway=primary cyclable by default,bridge,yes,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234521567-forward,234521567,forward,2,2402929891,2427685864,service,admissible,highway=service cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-234521567-reverse,234521567,reverse,2,2427685864,2402929891,service,admissible,highway=service cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-236359528-forward,236359528,forward,2,2443936857,1133910677,unclassified,admissible,highway=unclassified cyclable by default,bridge,no,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-236359528-reverse,236359528,reverse,2,1133910677,2443936857,unclassified,admissible,highway=unclassified cyclable by default,bridge,no,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-236712770-forward,236712770,forward,2,2447015715,2447015717,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-236712770-reverse,236712770,reverse,2,2447015717,2447015715,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-237060197-forward,237060197,forward,2,2450119249,327037578,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,,,,,building_passage,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-237060197-reverse,237060197,reverse,2,327037578,2450119249,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,,,,,building_passage,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238287347-forward,238287347,forward,3,336367835,336367839,path,review,highway=path carries no bicycle permission,stacked,,,,,,,,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238287347-reverse,238287347,reverse,3,336367839,336367835,path,review,highway=path carries no bicycle permission,stacked,,,,,,,,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238289387-forward,238289387,forward,2,2461363602,2461363598,path,review,highway=path carries no bicycle permission,bridge,,,,,,,ground,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238289387-reverse,238289387,reverse,2,2461363598,2461363602,path,review,highway=path carries no bicycle permission,bridge,,,,,,,ground,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238290938-forward,238290938,forward,4,245989422,245989425,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238290938-reverse,238290938,reverse,4,245989425,245989422,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238305974-forward,238305974,forward,3,2461515702,813248079,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238305974-reverse,238305974,reverse,3,813248079,2461515702,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238309672-forward,238309672,forward,2,2461556888,2461556887,path,review,highway=path carries no bicycle permission,bridge,,,,,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238309672-reverse,238309672,reverse,2,2461556887,2461556888,path,review,highway=path carries no bicycle permission,bridge,,,,,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238413286-forward,238413286,forward,2,2462558697,2462558705,path,admissible,bicycle=yes,bridge,,,,yes,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238413286-reverse,238413286,reverse,2,2462558705,2462558697,path,admissible,bicycle=yes,bridge,,,,yes,,,wood,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238419040-forward,238419040,forward,3,2462602794,2462602796,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,asphalt,,,,building_passage,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238419040-reverse,238419040,reverse,3,2462602796,2462602794,unclassified,admissible,highway=unclassified cyclable by default,tunnel,,,,,,,asphalt,,,,building_passage,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238494505-forward,238494505,forward,5,336367992,2463262349,service,admissible,highway=service cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-238494505-reverse,238494505,reverse,5,2463262349,336367992,service,admissible,highway=service cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-252083565-forward,252083565,forward,2,2582023419,2582023423,track,review,highway=track carries no bicycle permission,bridge,,,,,,,concrete,,grade1,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-252083565-reverse,252083565,reverse,2,2582023423,2582023419,track,review,highway=track carries no bicycle permission,bridge,,,,,,,concrete,,grade1,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-254654387-forward,254654387,forward,2,2604605511,2604605513,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-254654387-reverse,254654387,reverse,2,2604605513,2604605511,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021125-forward,259021125,forward,2,2643397671,2643397649,steps,review,highway=steps carries no bicycle permission,tunnel,,,,,,,,,,,building_passage,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021125-reverse,259021125,reverse,2,2643397649,2643397671,steps,review,highway=steps carries no bicycle permission,tunnel,,,,,,,,,,,building_passage,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021129-forward,259021129,forward,3,9183131990,9183131989,footway,review,highway=footway carries no bicycle permission,tunnel,,,,,,,paving_stones,,,,building_passage,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021129-reverse,259021129,reverse,3,9183131989,9183131990,footway,review,highway=footway carries no bicycle permission,tunnel,,,,,,,paving_stones,,,,building_passage,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021136-forward,259021136,forward,3,9183132043,13401825600,footway,review,highway=footway carries no bicycle permission,stacked,,,,,,,,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-259021136-reverse,259021136,reverse,3,13401825600,9183132043,footway,review,highway=footway carries no bicycle permission,stacked,,,,,,,,,,,,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-261135292-forward,261135292,forward,2,2667620970,2667620976,path,admissible,bicycle=yes,bridge,,,,yes,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-261135292-reverse,261135292,reverse,2,2667620976,2667620970,path,admissible,bicycle=yes,bridge,,,,yes,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-261135294-forward,261135294,forward,4,813248088,2667621085,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-261135294-reverse,261135294,reverse,4,2667621085,813248088,unclassified,admissible,highway=unclassified cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-268228867-forward,268228867,forward,2,251695519,2735809543,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-268228867-reverse,268228867,reverse,2,2735809543,251695519,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-270537151-forward,270537151,forward,2,2755619282,2755619284,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-270537151-reverse,270537151,reverse,2,2755619284,2755619282,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950740-forward,271950740,forward,2,2768737359,506792106,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950740-reverse,271950740,reverse,2,506792106,2768737359,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950741-forward,271950741,forward,2,2768737403,993712465,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950741-reverse,271950741,reverse,2,993712465,2768737403,tertiary,admissible,highway=tertiary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950743-forward,271950743,forward,2,2768737366,2768737363,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950743-reverse,271950743,reverse,2,2768737363,2768737366,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950746-forward,271950746,forward,2,2768737381,2768737370,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950746-reverse,271950746,reverse,2,2768737370,2768737381,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950747-forward,271950747,forward,2,2768737372,2768737378,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-271950747-reverse,271950747,reverse,2,2768737378,2768737372,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-277885737-forward,277885737,forward,2,93848418,380764,primary,admissible,highway=primary cyclable by default,tunnel,,,,,,,,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-277885737-reverse,277885737,reverse,2,380764,93848418,primary,admissible,highway=primary cyclable by default,tunnel,,,,,,,,,,,yes,,,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-333253145-forward,333253145,forward,4,3403822513,3403822511,unclassified,admissible,highway=unclassified cyclable by default,tunnel,no,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-333253145-reverse,333253145,reverse,4,3403822511,3403822513,unclassified,admissible,highway=unclassified cyclable by default,tunnel,no,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-334897722-forward,334897722,forward,3,3420202494,253630214,path,review,highway=path carries no bicycle permission,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-334897722-reverse,334897722,reverse,3,253630214,3420202494,path,review,highway=path carries no bicycle permission,tunnel,,,,,,,,,,,yes,,-1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-348165242-forward,348165242,forward,2,3543520614,1364825964,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-348165242-reverse,348165242,reverse,2,1364825964,3543520614,path,review,highway=path carries no bicycle permission,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-355428567-forward,355428567,forward,2,3610421312,3610421313,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,grade2,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-355428567-reverse,355428567,reverse,2,3610421313,3610421312,track,review,highway=track carries no bicycle permission,bridge,,,,,,,,,grade2,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-357232583-forward,357232583,forward,35,93848885,767464031,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,3,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-357232583-reverse,357232583,reverse,35,767464031,93848885,primary,admissible,highway=primary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,3,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680402-forward,358680402,forward,2,2427788815,3635741485,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,4,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680402-reverse,358680402,reverse,2,3635741485,2427788815,secondary,admissible,highway=secondary cyclable by default,bridge,,,,,,,asphalt,,,yes,,,4,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680412-forward,358680412,forward,2,3635741398,3635741392,service,admissible,highway=service cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680412-reverse,358680412,reverse,2,3635741392,3635741398,service,admissible,highway=service cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680415-forward,358680415,forward,2,3635741533,3635741537,service,admissible,highway=service cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-358680415-reverse,358680415,reverse,2,3635741537,3635741533,service,admissible,highway=service cyclable by default,bridge,,,,,,,,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
live,osm-way-363027458-forward,363027458,forward,2,3672386970,3672386963,track,admissible,bicycle=yes,bridge,,,,yes,,,ground,,,yes,,,1,False,review_required,"terrain model cannot describe a deck, bore or stacked level; roadway elevation is unknown"
